Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00       1/3           VerilatedContext::checkMagic(VerilatedContext const*) [97]
                0.00    0.00       1/8           std::__mutex_base::__mutex_base() [91]
-----------------------------------------------
                0.00    0.00       1/1           Vtb::~Vtb() [144]
[123]    0.0    0.00    0.00       1         VerilatedSyms::~VerilatedSyms() [123]
                0.00    0.00       1/3           VerilatedContext::checkMagic(VerilatedContext const*) [97]
                0.00    0.00       1/125832572     std::_Function_handler<void (), VL_FINISH_MT(char const*, int, char const*)::{lambda()#1}>::_M_manager(std::_Any_data&, std::_Any_data const&, std::_Manager_operation) [25]
-----------------------------------------------
                0.00    0.00       1/1           Vtb__Syms::Vtb__Syms(VerilatedContext*, char const*, Vtb*) [147]
[124]    0.0    0.00    0.00       1         Vtb___024root::Vtb___024root(Vtb__Syms*, char const*) [124]
                0.00    0.00       2/458         VlTriggerVec<4ul>::clear() [38]
                0.00    0.00       1/1           VerilatedModule::VerilatedModule(char const*) [127]
                0.00    0.00       1/2           Vtb___024root___ctor_var_reset(Vtb___024root*) [100]
-----------------------------------------------
                0.00    0.00       1/1           Vtb__Syms::~Vtb__Syms() [148]
[125]    0.0    0.00    0.00       1         Vtb___024root::~Vtb___024root() [125]
                0.00    0.00       2/7           std::vector<VlCoroutineHandle, std::allocator<VlCoroutineHandle> >::~vector() [92]
                0.00    0.00       2/2           VlTriggerScheduler::~VlTriggerScheduler() [103]
                0.00    0.00       1/2           Vtb___024root___ctor_var_reset(Vtb___024root*) [100]
                0.00    0.00       1/1           VlDelayScheduler::~VlDelayScheduler() [138]
-----------------------------------------------
                0.00    0.00       1/1           Vtb::Vtb(VerilatedContext*, char const*) [142]
[126]    0.0    0.00    0.00       1         VerilatedModel::VerilatedModel(VerilatedContext&) [126]
-----------------------------------------------
                0.00    0.00       1/1           Vtb___024root::Vtb___024root(Vtb__Syms*, char const*) [124]
[127]    0.0    0.00    0.00       1         VerilatedModule::VerilatedModule(char const*) [127]
-----------------------------------------------
                0.00    0.00       1/1           Vtb__Syms::~Vtb__Syms() [148]
[128]    0.0    0.00    0.00       1         VerilatedModule::~VerilatedModule() [128]
-----------------------------------------------
                0.00    0.00       1/1           VerilatedContext::VerilatedContext() [136]
[129]    0.0    0.00    0.00       1         VerilatedContext::Serialized::Serialized() [129]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[130]    0.0    0.00    0.00       1         VerilatedContext::commandArgs(int, char const**) [130]
-----------------------------------------------
                0.00    0.00       1/1           VerilatedContext::addModel(VerilatedModel*) [133]
[131]    0.0    0.00    0.00       1         VerilatedContext::threadPoolp() [131]
                0.00    0.00       1/1           VlThreadPool::VlThreadPool(VerilatedContext*, unsigned int) [119]
                0.00    0.00       1/1           std::__uniq_ptr_impl<VerilatedVirtualBase, std::default_delete<VerilatedVirtualBase> >::reset(VerilatedVirtualBase*) [155]
-----------------------------------------------
                0.00    0.00       1/1           std::unique_ptr<VerilatedContextImpData, std::default_delete<VerilatedContextImpData> >::~unique_ptr() [150]
[132]    0.0    0.00    0.00       1         VerilatedContext::threadPoolpOnClone() [132]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[133]    0.0    0.00    0.00       1         VerilatedContext::addModel(VerilatedModel*) [133]
                0.00    0.00       1/1           VerilatedContext::threadPoolp() [131]
                0.00    0.00       1/3           Vtb::threads() const [98]
-----------------------------------------------
                0.00    0.00       1/1           Vtb__Syms::Vtb__Syms(VerilatedContext*, char const*, Vtb*) [147]
[134]    0.0    0.00    0.00       1         VerilatedContext::timeunit(int) [134]
                0.00    0.00       1/41944848     VerilatedMutex::lock() [26]
                0.00    0.00       1/125832572     std::_Function_handler<void (), VL_FINISH_MT(char const*, int, char const*)::{lambda()#1}>::_M_manager(std::_Any_data&, std::_Any_data const&, std::_Manager_operation) [25]
                0.00    0.00       1/41944817     VerilatedLockGuard::~VerilatedLockGuard() [27]
-----------------------------------------------
                0.00    0.00       1/1           VL_FINISH_MT(char const*, int, char const*) [115]
[135]    0.0    0.00    0.00       1         VerilatedContext::gotFinish(bool) [135]
                0.00    0.00       1/41944848     VerilatedMutex::lock() [26]
                0.00    0.00       1/125832572     std::_Function_handler<void (), VL_FINISH_MT(char const*, int, char const*)::{lambda()#1}>::_M_manager(std::_Any_data&, std::_Any_data const&, std::_Manager_operation) [25]
                0.00    0.00       1/41944817     VerilatedLockGuard::~VerilatedLockGuard() [27]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[136]    0.0    0.00    0.00       1         VerilatedContext::VerilatedContext() [136]
                0.00    0.00       5/8           std::__mutex_base::__mutex_base() [91]
                0.00    0.00       1/1           VerilatedContext::Serialized::Serialized() [129]
                0.00    0.00       1/2           std::vector<_IO_FILE*, std::allocator<_IO_FILE*> >::_M_default_append(unsigned long) [111]
                0.00    0.00       1/2           std::vector<_IO_FILE*, std::allocator<_IO_FILE*> >::resize(unsigned long) [112]
                0.00    0.00       1/2           std::vector<unsigned int, std::allocator<unsigned int> >::_M_default_append(unsigned long) [113]
                0.00    0.00       1/2           std::vector<unsigned int, std::allocator<unsigned int> >::resize(unsigned long) [114]
-----------------------------------------------
                0.00    0.00       1/1           std::unique_ptr<VerilatedContext, std::default_delete<VerilatedContext> >::~unique_ptr() [149]
[137]    0.0    0.00    0.00       1         VerilatedContext::~VerilatedContext() [137]
                0.00    0.00       3/3           std::unique_ptr<VerilatedVirtualBase, std::default_delete<VerilatedVirtualBase> >::~unique_ptr() [99]
                0.00    0.00       2/2           std::_Vector_base<unsigned int, std::allocator<unsigned int> >::~_Vector_base() [107]
                0.00    0.00       1/3           VerilatedContext::checkMagic(VerilatedContext const*) [97]
                0.00    0.00       1/1           std::_Vector_base<_IO_FILE*, std::allocator<_IO_FILE*> >::~_Vector_base() [154]
                0.00    0.00       1/1           VlThreadPool::~VlThreadPool() [120]
                0.00    0.00       1/1           std::unique_ptr<VerilatedContextImpData, std::default_delete<VerilatedContextImpData> >::~unique_ptr() [150]
                0.00    0.00       1/1           std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::~vector() [158]
-----------------------------------------------
                0.00    0.00       1/1           Vtb___024root::~Vtb___024root() [125]
[138]    0.0    0.00    0.00       1         VlDelayScheduler::~VlDelayScheduler() [138]
                0.00    0.00       1/7           std::vector<VlCoroutineHandle, std::allocator<VlCoroutineHandle> >::~vector() [92]
-----------------------------------------------
                0.00    0.00       1/1           VerilatedContextImp::commandArgsAddGuts(int, char const**) [141]
[139]    0.0    0.00    0.00       1         VerilatedContextImp::commandArgVl(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [139]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[140]    0.0    0.00    0.00       1         VerilatedContextImp::commandArgsGuts(int, char const**) [140]
                0.00    0.00       1/41944848     VerilatedMutex::lock() [26]
                0.00    0.00       1/2           std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::clear() [110]
                0.00    0.00       1/125832572     std::_Function_handler<void (), VL_FINISH_MT(char const*, int, char const*)::{lambda()#1}>::_M_manager(std::_Any_data&, std::_Any_data const&, std::_Manager_operation) [25]
                0.00    0.00       1/41944817     VerilatedLockGuard::~VerilatedLockGuard() [27]
                0.00    0.00       1/1           VerilatedContextImp::commandArgsAddGuts(int, char const**) [141]
-----------------------------------------------
                0.00    0.00       1/1           VerilatedContextImp::commandArgsGuts(int, char const**) [140]
[141]    0.0    0.00    0.00       1         VerilatedContextImp::commandArgsAddGuts(int, char const**) [141]
                0.00    0.00       2/125832572     std::_Function_handler<void (), VL_FINISH_MT(char const*, int, char const*)::{lambda()#1}>::_M_manager(std::_Any_data&, std::_Any_data const&, std::_Manager_operation) [25]
                0.00    0.00       1/2           std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::clear() [110]
                0.00    0.00       1/1           void std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_realloc_insert<char const*&>(__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, char const*&) [157]
                0.00    0.00       1/1           VerilatedContextImp::commandArgVl(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [139]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[142]    0.0    0.00    0.00       1         Vtb::Vtb(VerilatedContext*, char const*) [142]
                0.00    0.00       1/1           VerilatedModel::VerilatedModel(VerilatedContext&) [126]
                0.00    0.00       1/1           Vtb__Syms::Vtb__Syms(VerilatedContext*, char const*, Vtb*) [147]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[143]    0.0    0.00    0.00       1         Vtb::~Vtb() [143]
                0.00    0.00       1/1           Vtb::~Vtb() [144]
-----------------------------------------------
                0.00    0.00       1/1           Vtb::~Vtb() [143]
[144]    0.0    0.00    0.00       1         Vtb::~Vtb() [144]
                0.00    0.00       1/1           VerilatedSyms::~VerilatedSyms() [123]
                0.00    0.00       1/1           Vtb__Syms::~Vtb__Syms() [148]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[145]    0.0    0.00    0.00       1         Verilated::debug(int) [145]
-----------------------------------------------
                0.00    0.00       1/1           Vtb__Syms::~Vtb__Syms() [148]
[146]    0.0    0.00    0.00       1         VlDeleter::~VlDeleter() [146]
                0.00    0.00       1/92          VlDeleter::deleteAll() [52]
                0.00    0.00       1/2           std::_Vector_base<VlDeletable*, std::allocator<VlDeletable*> >::~_Vector_base() [106]
-----------------------------------------------
                0.00    0.00       1/1           Vtb::Vtb(VerilatedContext*, char const*) [142]
[147]    0.0    0.00    0.00       1         Vtb__Syms::Vtb__Syms(VerilatedContext*, char const*, Vtb*) [147]
                0.00    0.00       1/1           VerilatedSyms::VerilatedSyms(VerilatedContext*) [122]
                0.00    0.00       1/1           Vtb___024root::Vtb___024root(Vtb__Syms*, char const*) [124]
                0.00    0.00       1/1           VerilatedContext::timeunit(int) [134]
-----------------------------------------------
                0.00    0.00       1/1           Vtb::~Vtb() [144]
[148]    0.0    0.00    0.00       1         Vtb__Syms::~Vtb__Syms() [148]
                0.00    0.00       1/1           VerilatedModule::~VerilatedModule() [128]
                0.00    0.00       1/1           Vtb___024root::~Vtb___024root() [125]
                0.00    0.00       1/2           std::_Vector_base<VlDeletable*, std::allocator<VlDeletable*> >::~_Vector_base() [106]
                0.00    0.00       1/1           VlDeleter::~VlDeleter() [146]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[149]    0.0    0.00    0.00       1         std::unique_ptr<VerilatedContext, std::default_delete<VerilatedContext> >::~unique_ptr() [149]
                0.00    0.00       1/1           VerilatedContext::~VerilatedContext() [137]
-----------------------------------------------
                0.00    0.00       1/1           VerilatedContext::~VerilatedContext() [137]
[150]    0.0    0.00    0.00       1         std::unique_ptr<VerilatedContextImpData, std::default_delete<VerilatedContextImpData> >::~unique_ptr() [150]
                0.00    0.00       1/1           VerilatedContext::threadPoolpOnClone() [132]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[151]    0.0    0.00    0.00       1         std::unique_ptr<Vtb, std::default_delete<Vtb> >::~unique_ptr() [151]
-----------------------------------------------
                0.00    0.00       1/1           VerilatedThreadMsgQueue::~VerilatedThreadMsgQueue() [317]
[152]    0.0    0.00    0.00       1         void std::_Destroy_aux<false>::__destroy<VerilatedMsg*>(VerilatedMsg*, VerilatedMsg*) [152]
-----------------------------------------------
                0.00    0.00       1/1           VlThreadPool::~VlThreadPool() [120]
[153]    0.0    0.00    0.00       1         std::_Vector_base<VlWorkerThread*, std::allocator<VlWorkerThread*> >::~_Vector_base() [153]
-----------------------------------------------
                0.00    0.00       1/1           VerilatedContext::~VerilatedContext() [137]
[154]    0.0    0.00    0.00       1         std::_Vector_base<_IO_FILE*, std::allocator<_IO_FILE*> >::~_Vector_base() [154]
-----------------------------------------------
                0.00    0.00       1/1           VerilatedContext::threadPoolp() [131]
[155]    0.0    0.00    0.00       1         std::__uniq_ptr_impl<VerilatedVirtualBase, std::default_delete<VerilatedVirtualBase> >::reset(VerilatedVirtualBase*) [155]
-----------------------------------------------
                0.00    0.00       1/1           VL_FINISH_MT(char const*, int, char const*) [115]
[156]    0.0    0.00    0.00       1         std::_Function_handler<void (), VL_FINISH_MT(char const*, int, char const*)::{lambda()#1}>::_M_invoke(std::_Any_data const&) [156]
-----------------------------------------------
                0.00    0.00       1/1           VerilatedContextImp::commandArgsAddGuts(int, char const**) [141]
[157]    0.0    0.00    0.00       1         void std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_realloc_insert<char const*&>(__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, char const*&) [157]
                0.00    0.00       2/125832572     std::_Function_handler<void (), VL_FINISH_MT(char const*, int, char const*)::{lambda()#1}>::_M_manager(std::_Any_data&, std::_Any_data const&, std::_Manager_operation) [25]
-----------------------------------------------
                0.00    0.00       1/1           VerilatedContext::~VerilatedContext() [137]
[158]    0.0    0.00    0.00       1         std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::~vector() [158]
-----------------------------------------------
                0.00    0.00       1/1           VerilatedContextImp::scopeInsert(VerilatedScope const*) [308]
[159]    0.0    0.00    0.00       1         std::__cxx11::_List_base<std::pair<void (*)(void*), void*>, std::allocator<std::pair<void (*)(void*), void*> > >::_M_clear() [159]
-----------------------------------------------

 This table describes the call tree of the program, and was sorted by
 the total amount of time spent in each function and its children.

 Each entry in this table consists of several lines.  The line with the
 index number at the left hand margin lists the current function.
 The lines above it list the functions that called this function,
 and the lines below it list the functions this one called.
 This line lists:
     index	A unique number given to each element of the table.
		Index numbers are sorted numerically.
		The index number is printed next to every function name so
		it is easier to look up where the function is in the table.

     % time	This is the percentage of the `total' time that was spent
		in this function and its children.  Note that due to
		different viewpoints, functions excluded by options, etc,
		these numbers will NOT add up to 100%.

     self	This is the total amount of time spent in this function.

     children	This is the total amount of time propagated into this
		function by its children.

     called	This is the number of times the function was called.
		If the function called itself recursively, the number
		only includes non-recursive calls, and is followed by
		a `+' and the number of recursive calls.

     name	The name of the current function.  The index number is
		printed after it.  If the function is a member of a
		cycle, the cycle number is printed between the
		function's name and the index number.


 For the function's parents, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the function into this parent.

     children	This is the amount of time that was propagated from
		the function's children into this parent.

     called	This is the number of times this parent called the
		function `/' the total number of times the function
		was called.  Recursive calls to the function are not
		included in the number after the `/'.

     name	This is the name of the parent.  The parent's index
		number is printed after it.  If the parent is a
		member of a cycle, the cycle number is printed between
		the name and the index number.

 If the parents of the function cannot be determined, the word
 `<spontaneous>' is printed in the `name' field, and all the other
 fields are blank.

 For the function's children, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the child into the function.

     children	This is the amount of time that was propagated from the
		child's children to the function.

     called	This is the number of times the function called
		this child `/' the total number of times the child
		was called.  Recursive calls by the child are not
		listed in the number after the `/'.

     name	This is the name of the child.  The child's index
		number is printed after it.  If the child is a
		member of a cycle, the cycle number is printed
		between the name and the index number.

 If there are any cycles (circles) in the call graph, there is an
 entry for the cycle-as-a-whole.  This entry shows who called the
 cycle (as parents) and the members of the cycle (as children.)
 The `+' recursive calls entry shows the number of function calls that
 were internal to the cycle, and the calls entry for each member shows,
 for that member, how many times it was called from other members of
 the cycle.

Copyright (C) 2012-2022 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

Index by function name

  [47] _GLOBAL__sub_I__ZN9Verilated7s_debugE [68] VlWorkerThread::~VlWorkerThread() [104] std::vector<VlCoroutineHandle, std::allocator<VlCoroutineHandle> >::_M_check_len(unsigned long, char const*) const
   [6] VL_FWRITEF(unsigned int, char const*, ...) [10] VerilatedFpList::push_back(_IO_FILE*) [105] std::vector<unsigned int, std::allocator<unsigned int> >::_M_check_len(unsigned long, char const*) const
  [31] VL_CVT_I_FP(unsigned int) [127] VerilatedModule::VerilatedModule(char const*) [81] std::function<void ()>::operator()() const
  [89] VL_FCLOSE_I(unsigned int) [128] VerilatedModule::~VerilatedModule() [149] std::unique_ptr<VerilatedContext, std::default_delete<VerilatedContext> >::~unique_ptr()
  [88] VL_FOPEN_NN(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [129] VerilatedContext::Serialized::Serialized() [99] std::unique_ptr<VerilatedVirtualBase, std::default_delete<VerilatedVirtualBase> >::~unique_ptr()
  [36] _vl_vsscanf(_IO_FILE*, int, unsigned int const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*, __va_list_tag*) [97] VerilatedContext::checkMagic(VerilatedContext const*) [150] std::unique_ptr<VerilatedContextImpData, std::default_delete<VerilatedContextImpData> >::~unique_ptr()
 [115] VL_FINISH_MT(char const*, int, char const*) [130] VerilatedContext::commandArgs(int, char const**) [151] std::unique_ptr<Vtb, std::default_delete<Vtb> >::~unique_ptr()
  [16] VL_FSCANF_IX(unsigned int, char const*, ...) [131] VerilatedContext::threadPoolp() [69] std::unique_ptr<std::thread::_State, std::default_delete<std::thread::_State> >::~unique_ptr()
  [83] VL_PRINTF_MT(char const*, ...) [132] VerilatedContext::threadPoolpOnClone() [152] void std::_Destroy_aux<false>::__destroy<VerilatedMsg*>(VerilatedMsg*, VerilatedMsg*)
   [9] _vl_vsformat(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, char const*, __va_list_tag*) [133] VerilatedContext::addModel(VerilatedModel*) [70] std::_Vector_base<VlWorkerThread::ExecRec, std::allocator<VlWorkerThread::ExecRec> >::~_Vector_base()
  [93] VL_RAND_RESET_I(int)  [134] VerilatedContext::timeunit(int) [106] std::_Vector_base<VlDeletable*, std::allocator<VlDeletable*> >::~_Vector_base()
  [12] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > _vl_vsformat_time<double>(char*, double, int, bool, unsigned long) [135] VerilatedContext::gotFinish(bool) [153] std::_Vector_base<VlWorkerThread*, std::allocator<VlWorkerThread*> >::~_Vector_base()
  [95] VL_CVT_PACK_STR_NW[abi:cxx11](int, unsigned int const*) [136] VerilatedContext::VerilatedContext() [154] std::_Vector_base<_IO_FILE*, std::allocator<_IO_FILE*> >::~_Vector_base()
  [84] _vl_string_vprintf[abi:cxx11](char const*, __va_list_tag*) [137] VerilatedContext::~VerilatedContext() [107] std::_Vector_base<unsigned int, std::allocator<unsigned int> >::~_Vector_base()
   [3] Vtb___024root___eval(Vtb___024root*) [60] VlDelayScheduler::resume() [91] std::__mutex_base::__mutex_base()
  [13] Vtb___024root___eval_nba(Vtb___024root*) [138] VlDelayScheduler::~VlDelayScheduler() [42] std::__shared_ptr<VlProcess, (__gnu_cxx::_Lock_policy)2>::__shared_ptr(std::__shared_ptr<VlProcess, (__gnu_cxx::_Lock_policy)2> const&)
 [116] Vtb___024root___eval_initial(Vtb___024root*) [49] VlCoroutineHandle::resume() [64] std::_Function_base::~_Function_base()
  [39] Vtb___024root___timing_commit(Vtb___024root*) [48] VlCoroutineHandle::VlCoroutineHandle(std::__n4861::coroutine_handle<void>, std::shared_ptr<VlProcess>, VlFileLineDebug) [33] std::__shared_count<(__gnu_cxx::_Lock_policy)2>::~__shared_count()
  [46] Vtb___024root___timing_resume(Vtb___024root*) [45] VlCoroutineHandle::VlCoroutineHandle(VlCoroutineHandle&&) [155] std::__uniq_ptr_impl<VerilatedVirtualBase, std::default_delete<VerilatedVirtualBase> >::reset(VerilatedVirtualBase*)
 [100] Vtb___024root___ctor_var_reset(Vtb___024root*) [43] VlCoroutineHandle::~VlCoroutineHandle() [25] std::_Function_handler<void (), VL_FINISH_MT(char const*, int, char const*)::{lambda()#1}>::_M_manager(std::_Any_data&, std::_Any_data const&, std::_Manager_operation)
  [40] Vtb___024root___eval_phase__act(Vtb___024root*) [27] VerilatedLockGuard::~VerilatedLockGuard() [156] std::_Function_handler<void (), VL_FINISH_MT(char const*, int, char const*)::{lambda()#1}>::_M_invoke(std::_Any_data const&)
   [2] Vtb___024root___eval_phase__nba(Vtb___024root*) [37] VlTriggerScheduler::commit(char const*) [63] std::_Function_handler<void (), VL_PRINTF_MT(char const*, ...)::{lambda()#1}>::_M_manager(std::_Any_data&, std::_Any_data const&, std::_Manager_operation)
  [41] Vtb___024root___eval_triggers__act(Vtb___024root*) [61] VlTriggerScheduler::resume(char const*) [85] std::_Function_handler<void (), VL_PRINTF_MT(char const*, ...)::{lambda()#1}>::_M_invoke(std::_Any_data const&)
 [117] Vtb___024root___eval_initial__TOP__Vtiming__0(Vtb___024root*) [103] VlTriggerScheduler::~VlTriggerScheduler() [71] std::_Sp_counted_ptr_inplace<std::mutex, std::allocator<std::mutex>, (__gnu_cxx::_Lock_policy)2>::_M_destroy()
  [77] Vtb___024root___eval_initial__TOP__Vtiming__1(Vtb___024root*) [8] VerilatedContextImp::fdToFpList(unsigned int) [72] std::_Sp_counted_ptr_inplace<std::mutex, std::allocator<std::mutex>, (__gnu_cxx::_Lock_policy)2>::_M_dispose()
  [14] Vtb___024root___nba_sequent__TOP__0__PROF__performance_degrade__l62(Vtb___024root*) [139] VerilatedContextImp::commandArgVl(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [108] _IO_FILE** std::__uninitialized_default_n_1<true>::__uninit_default_n<_IO_FILE**, unsigned long>(_IO_FILE**, unsigned long)
   [5] Vtb___024root___nba_sequent__TOP__1__PROF__performance_degrade__l65(Vtb___024root*) [140] VerilatedContextImp::commandArgsGuts(int, char const**) [109] unsigned int* std::__uninitialized_default_n_1<true>::__uninit_default_n<unsigned int*, unsigned long>(unsigned int*, unsigned long)
  [17] VL_WRITEF(char const*, ...) [141] VerilatedContextImp::commandArgsAddGuts(int, char const**) [73] void std::_V2::condition_variable_any::wait<VerilatedMutex>(VerilatedMutex&)
 [118] vl_finish(char const*, int, char const*) [15] VerilatedContextImp::fdToFp(unsigned int) [62] std::mutex::lock()
  [29] _vl_vsss_peek(_IO_FILE*, int&, unsigned int const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [90] VerilatedContextImp::fdClose(unsigned int) [74] std::thread::_State_impl<std::thread::_Invoker<std::tuple<void (*)(VlWorkerThread*, VerilatedContext*), VlWorkerThread*, VerilatedContext*> > >::~_State_impl()
  [30] _vl_vsss_advance(_IO_FILE*, int&) [7] VerilatedContextImp::fdWrite(unsigned int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [35] std::vector<VlCoroutineHandle, std::allocator<VlCoroutineHandle> >::clear()
  [34] _vl_vsss_read_str(_IO_FILE*, int&, unsigned int const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char*, char const*) [clone .constprop.0] [53] VerilatedEvalMsgQueue::process() [92] std::vector<VlCoroutineHandle, std::allocator<VlCoroutineHandle> >::~vector()
  [32] _vl_vsss_skipspace(_IO_FILE*, int&, unsigned int const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [80] VerilatedThreadMsgQueue::post(VerilatedMsg const&) [75] void std::vector<VlWorkerThread::ExecRec, std::allocator<VlWorkerThread::ExecRec> >::_M_realloc_insert<void (*&)(void*, bool), void*&, bool&>(__gnu_cxx::__normal_iterator<VlWorkerThread::ExecRec*, std::vector<VlWorkerThread::ExecRec, std::allocator<VlWorkerThread::ExecRec> > >, void (*&)(void*, bool), void*&, bool&)
  [44] VlCoroutine::VlPromise::final_suspend() [54] VerilatedThreadMsgQueue::flush(VerilatedEvalMsgQueue*) [76] std::vector<VlWorkerThread::ExecRec, std::allocator<VlWorkerThread::ExecRec> >::_M_erase(__gnu_cxx::__normal_iterator<VlWorkerThread::ExecRec*, std::vector<VlWorkerThread::ExecRec, std::allocator<VlWorkerThread::ExecRec> > >)
 [101] VlCoroutine::VlPromise::~VlPromise() [55] VerilatedThreadMsgQueue::threadton() [157] void std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_realloc_insert<char const*&>(__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, char const*&)
 [102] VlCoroutine::~VlCoroutine() [56] Vtb::nextTimeSlot() [110] std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::clear()
  [79] VerilatedMsg::VerilatedMsg(std::function<void ()> const&) [57] Vtb::eventsPending() [158] std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::~vector()
 [119] VlThreadPool::VlThreadPool(VerilatedContext*, unsigned int) [4] Vtb::eval_step() [94] void std::vector<VlWorkerThread*, std::allocator<VlWorkerThread*> >::_M_realloc_insert<VlWorkerThread*>(__gnu_cxx::__normal_iterator<VlWorkerThread**, std::vector<VlWorkerThread*, std::allocator<VlWorkerThread*> > >, VlWorkerThread*&&)
 [120] VlThreadPool::~VlThreadPool() [142] Vtb::Vtb(VerilatedContext*, char const*) [111] std::vector<_IO_FILE*, std::allocator<_IO_FILE*> >::_M_default_append(unsigned long)
 [121] VlThreadPool::~VlThreadPool() [51] Vtb::Vtb(char const*) [112] std::vector<_IO_FILE*, std::allocator<_IO_FILE*> >::resize(unsigned long)
  [38] VlTriggerVec<4ul>::clear() [143] Vtb::~Vtb()      [113] std::vector<unsigned int, std::allocator<unsigned int> >::_M_default_append(unsigned long)
 [122] VerilatedSyms::VerilatedSyms(VerilatedContext*) [144] Vtb::~Vtb() [114] std::vector<unsigned int, std::allocator<unsigned int> >::resize(unsigned long)
 [123] VerilatedSyms::~VerilatedSyms() [28] Verilated::threadContextp() [159] std::__cxx11::_List_base<std::pair<void (*)(void*), void*>, std::allocator<std::pair<void (*)(void*), void*> > >::_M_clear()
  [96] Vtb___024root::__Vconfigure(bool) [145] Verilated::debug(int) [78] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&)
 [124] Vtb___024root::Vtb___024root(Vtb__Syms*, char const*) [58] Verilated::endOfEval(VerilatedEvalMsgQueue*) [82] std::function<void ()>::function(std::function<void ()> const&)
